ensembl_gene_id_version	ensembl_gene_id	external_gene_name
ENSG00000144857.15	ENSG00000144857	BOC
ENSG00000144908.14	ENSG00000144908	ALDH1L1
ENSG00000144909.8	ENSG00000144909	OSBPL11
ENSG00000145020.16	ENSG00000145020	AMT
ENSG00000145022.5	ENSG00000145022	TCTA
ENSG00000145029.14	ENSG00000145029	NICN1
ENSG00000145040.4	ENSG00000145040	UCN2
ENSG00000145041.16	ENSG00000145041	DCAF1
ENSG00000145050.19	ENSG00000145050	MANF
ENSG00000145088.9	ENSG00000145088	EAF2
ENSG00000145103.15	ENSG00000145103	ILDR1
ENSG00000146205.15	ENSG00000146205	ANO7
ENSG00000146463.12	ENSG00000146463	ZMYM4
ENSG00000149527.18	ENSG00000149527	PLCH2
ENSG00000150337.14	ENSG00000150337	FCGR1A
ENSG00000150540.14	ENSG00000150540	HNMT
ENSG00000150551.11	ENSG00000150551	LYPD1
ENSG00000150556.17	ENSG00000150556	LYPD6B
ENSG00000150681.10	ENSG00000150681	RGS18
ENSG00000150722.11	ENSG00000150722	PPP1R1C
ENSG00000150873.12	ENSG00000150873	C2orf50
ENSG00000150938.10	ENSG00000150938	CRIM1
ENSG00000150995.21	ENSG00000150995	ITPR1
ENSG00000151090.20	ENSG00000151090	THRB
ENSG00000151092.18	ENSG00000151092	NGLY1
ENSG00000151093.8	ENSG00000151093	OXSM
ENSG00000151276.24	ENSG00000151276	MAGI1
ENSG00000151353.15	ENSG00000151353	TMEM18
ENSG00000151360.10	ENSG00000151360	ALLC
ENSG00000151379.4	ENSG00000151379	MSGN1
ENSG00000151414.15	ENSG00000151414	NEK7
ENSG00000151418.12	ENSG00000151418	ATP6V1G3
ENSG00000151576.10	ENSG00000151576	QTRT2
ENSG00000151577.14	ENSG00000151577	DRD3
ENSG00000151665.13	ENSG00000151665	PIGF
ENSG00000151687.15	ENSG00000151687	ANKAR
ENSG00000151689.13	ENSG00000151689	INPP1
ENSG00000151690.15	ENSG00000151690	MFSD6
ENSG00000151692.15	ENSG00000151692	RNF144A
ENSG00000151693.11	ENSG00000151693	ASAP2
ENSG00000151694.15	ENSG00000151694	ADAM17
ENSG00000151779.14	ENSG00000151779	NBAS
ENSG00000151789.13	ENSG00000151789	ZNF385D
ENSG00000152049.7	ENSG00000152049	KCNE4
ENSG00000152056.18	ENSG00000152056	AP1S3
ENSG00000152061.24	ENSG00000152061	RABGAP1L
ENSG00000152076.19	ENSG00000152076	CCDC74B
ENSG00000152078.10	ENSG00000152078	TLCD4
ENSG00000152082.15	ENSG00000152082	MZT2B
ENSG00000152086.9	ENSG00000152086	TUBA3E
ENSG00000152092.16	ENSG00000152092	ASTN1
ENSG00000152093.8	ENSG00000152093	CFC1B
ENSG00000152102.18	ENSG00000152102	FAM168B
ENSG00000152104.12	ENSG00000152104	PTPN14
ENSG00000152127.9	ENSG00000152127	MGAT5
ENSG00000152128.13	ENSG00000152128	TMEM163
ENSG00000152133.17	ENSG00000152133	GPATCH11
ENSG00000152147.11	ENSG00000152147	GEMIN6
ENSG00000152154.11	ENSG00000152154	TMEM178A
ENSG00000152253.9	ENSG00000152253	SPC25
ENSG00000152254.11	ENSG00000152254	G6PC2
ENSG00000152256.14	ENSG00000152256	PDK1
ENSG00000152284.5	ENSG00000152284	TCF7L1
ENSG00000152291.15	ENSG00000152291	TGOLN2
ENSG00000152292.18	ENSG00000152292	SH2D6
ENSG00000152332.16	ENSG00000152332	UHMK1
ENSG00000152382.6	ENSG00000152382	TADA1
ENSG00000152430.19	ENSG00000152430	BOLL
ENSG00000152518.8	ENSG00000152518	ZFP36L2
ENSG00000152527.14	ENSG00000152527	PLEKHH2
ENSG00000152642.11	ENSG00000152642	GPD1L
ENSG00000152672.8	ENSG00000152672	CLEC4F
ENSG00000152683.14	ENSG00000152683	SLC30A6
ENSG00000152689.18	ENSG00000152689	RASGRP3
ENSG00000152760.10	ENSG00000152760	DYNLT5
ENSG00000152763.17	ENSG00000152763	DNAI4
ENSG00000152904.11	ENSG00000152904	GGPS1
ENSG00000153029.16	ENSG00000153029	MR1
ENSG00000153086.14	ENSG00000153086	ACMSD
ENSG00000153094.24	ENSG00000153094	BCL2L11
ENSG00000153107.13	ENSG00000153107	ANAPC1
ENSG00000153165.19	ENSG00000153165	RGPD3
ENSG00000153187.21	ENSG00000153187	HNRNPU
ENSG00000153201.17	ENSG00000153201	RANBP2
ENSG00000153207.16	ENSG00000153207	AHCTF1
ENSG00000153208.18	ENSG00000153208	MERTK
ENSG00000153214.11	ENSG00000153214	TMEM87B
ENSG00000153230.4	ENSG00000153230	OR14K1
ENSG00000153234.16	ENSG00000153234	NR4A2
ENSG00000153246.13	ENSG00000153246	PLA2R1
ENSG00000153250.21	ENSG00000153250	RBMS1
ENSG00000153253.20	ENSG00000153253	SCN3A
ENSG00000153266.13	ENSG00000153266	FEZF2
ENSG00000153283.13	ENSG00000153283	CD96
ENSG00000153551.14	ENSG00000153551	CMTM7
ENSG00000153558.16	ENSG00000153558	FBXL2
ENSG00000153560.12	ENSG00000153560	UBP1
ENSG00000153561.13	ENSG00000153561	RMND5A
ENSG00000153563.17	ENSG00000153563	CD8A
ENSG00000153574.9	ENSG00000153574	RPIA
ENSG00000153767.10	ENSG00000153767	GTF2E1
ENSG00000153820.13	ENSG00000153820	SPHKAP
ENSG00000153823.19	ENSG00000153823	PID1
ENSG00000153827.15	ENSG00000153827	TRIP12
ENSG00000153832.12	ENSG00000153832	FBXO36
ENSG00000153898.13	ENSG00000153898	MCOLN2
ENSG00000153904.21	ENSG00000153904	DDAH1
ENSG00000153936.18	ENSG00000153936	HS2ST1
ENSG00000154007.7	ENSG00000154007	ASB17
ENSG00000154027.19	ENSG00000154027	AK5
ENSG00000154165.5	ENSG00000154165	GPR15
ENSG00000154174.8	ENSG00000154174	TOMM70
ENSG00000154175.18	ENSG00000154175	ABI3BP
ENSG00000154222.15	ENSG00000154222	CC2D1B
ENSG00000154252.12	ENSG00000154252	GAL3ST2
ENSG00000154305.18	ENSG00000154305	MIA3
ENSG00000154309.9	ENSG00000154309	DISP1
ENSG00000154342.6	ENSG00000154342	WNT3A
ENSG00000154358.23	ENSG00000154358	OBSCN
ENSG00000154370.16	ENSG00000154370	TRIM11
ENSG00000154380.19	ENSG00000154380	ENAH
ENSG00000154429.11	ENSG00000154429	CCSAP
ENSG00000154451.15	ENSG00000154451	GBP5
ENSG00000154479.13	ENSG00000154479	CFAP210
ENSG00000154511.12	ENSG00000154511	DIPK1A
ENSG00000154518.10	ENSG00000154518	ATP5MC3
ENSG00000154743.19	ENSG00000154743	TSEN2
ENSG00000154764.6	ENSG00000154764	WNT7A
ENSG00000154767.15	ENSG00000154767	XPC
ENSG00000154781.17	ENSG00000154781	CCDC174
ENSG00000154783.12	ENSG00000154783	FGD5
ENSG00000154813.10	ENSG00000154813	DPH3
ENSG00000154814.14	ENSG00000154814	OXNAD1
ENSG00000154822.18	ENSG00000154822	PLCL2
ENSG00000155052.15	ENSG00000155052	CNTNAP5
ENSG00000155066.16	ENSG00000155066	PROM2
ENSG00000155363.19	ENSG00000155363	MOV10
ENSG00000155366.17	ENSG00000155366	RHOC
ENSG00000155367.16	ENSG00000155367	PPM1J
ENSG00000155368.18	ENSG00000155368	DBI
ENSG00000155380.13	ENSG00000155380	SLC16A1
ENSG00000155438.12	ENSG00000155438	NIFK
ENSG00000155636.15	ENSG00000155636	RBM45
ENSG00000155657.29	ENSG00000155657	TTN
ENSG00000155729.13	ENSG00000155729	KCTD18
ENSG00000155744.10	ENSG00000155744	HYCC2
ENSG00000155749.13	ENSG00000155749	FLACC1
ENSG00000155754.15	ENSG00000155754	C2CD6
ENSG00000155755.20	ENSG00000155755	TMEM237
ENSG00000155760.3	ENSG00000155760	FZD7
ENSG00000155761.14	ENSG00000155761	SPAG17
ENSG00000155816.21	ENSG00000155816	FMN2
ENSG00000156097.13	ENSG00000156097	GPR61
ENSG00000156150.9	ENSG00000156150	ALX3
ENSG00000156171.15	ENSG00000156171	DRAM2
ENSG00000156869.14	ENSG00000156869	FRRS1
ENSG00000156875.14	ENSG00000156875	MFSD14A
ENSG00000156876.10	ENSG00000156876	SASS6
ENSG00000156959.9	ENSG00000156959	LHFPL4
ENSG00000156966.7	ENSG00000156966	B3GNT7
ENSG00000156973.14	ENSG00000156973	PDE6D
ENSG00000156983.17	ENSG00000156983	BRPF1
ENSG00000156990.14	ENSG00000156990	RPUSD3
ENSG00000157014.11	ENSG00000157014	TATDN2
ENSG00000157017.16	ENSG00000157017	GHRL
ENSG00000157020.18	ENSG00000157020	SEC13
ENSG00000157036.13	ENSG00000157036	EXOG
ENSG00000157060.16	ENSG00000157060	SHCBP1L
ENSG00000157064.11	ENSG00000157064	NMNAT2
ENSG00000157077.16	ENSG00000157077	ZFYVE9
ENSG00000157087.20	ENSG00000157087	ATP2B2
ENSG00000157093.9	ENSG00000157093	LYZL4
ENSG00000157103.13	ENSG00000157103	SLC6A1
ENSG00000157119.12	ENSG00000157119	KLHL40
ENSG00000157131.12	ENSG00000157131	C8A
ENSG00000157150.5	ENSG00000157150	TIMP4
ENSG00000157152.17	ENSG00000157152	SYN2
ENSG00000157181.16	ENSG00000157181	ODR4
ENSG00000157184.7	ENSG00000157184	CPT2
ENSG00000157191.20	ENSG00000157191	NECAP2
ENSG00000157193.18	ENSG00000157193	LRP8
ENSG00000157211.12	ENSG00000157211	CDCP2
ENSG00000157330.10	ENSG00000157330	CFAP107
ENSG00000157388.20	ENSG00000157388	CACNA1D
ENSG00000157445.15	ENSG00000157445	CACNA2D3
ENSG00000157500.12	ENSG00000157500	APPL1
ENSG00000157827.20	ENSG00000157827	FMNL2
ENSG00000157833.13	ENSG00000157833	GAREM2
ENSG00000157851.17	ENSG00000157851	DPYSL5
ENSG00000157856.12	ENSG00000157856	DRC1
ENSG00000157870.17	ENSG00000157870	PRXL2B
ENSG00000157873.18	ENSG00000157873	TNFRSF14
ENSG00000157881.16	ENSG00000157881	PANK4
ENSG00000157884.11	ENSG00000157884	CIB4
ENSG00000157911.11	ENSG00000157911	PEX10
ENSG00000157916.20	ENSG00000157916	RER1
ENSG00000157933.11	ENSG00000157933	SKI
ENSG00000157978.12	ENSG00000157978	LDLRAP1
ENSG00000157985.20	ENSG00000157985	AGAP1
ENSG00000157992.12	ENSG00000157992	KRTCAP3
ENSG00000158006.14	ENSG00000158006	PAFAH2
ENSG00000158008.10	ENSG00000158008	EXTL1
ENSG00000158014.15	ENSG00000158014	SLC30A2
ENSG00000158019.21	ENSG00000158019	BABAM2
ENSG00000158022.7	ENSG00000158022	TRIM63
ENSG00000158050.5	ENSG00000158050	DUSP2
ENSG00000158055.17	ENSG00000158055	GRHL3
ENSG00000158062.21	ENSG00000158062	UBXN11
ENSG00000158089.15	ENSG00000158089	GALNT14
ENSG00000158109.15	ENSG00000158109	TPRG1L
ENSG00000158125.10	ENSG00000158125	XDH
ENSG00000158156.9	ENSG00000158156	XKR8
ENSG00000158158.12	ENSG00000158158	CNNM4
ENSG00000158161.16	ENSG00000158161	EYA3
ENSG00000158195.11	ENSG00000158195	WASF2
ENSG00000158246.8	ENSG00000158246	TENT5B
ENSG00000158286.13	ENSG00000158286	RNF207
ENSG00000158292.7	ENSG00000158292	GPR153
ENSG00000158315.11	ENSG00000158315	RHBDL2
ENSG00000158411.11	ENSG00000158411	MITD1
ENSG00000158417.11	ENSG00000158417	EIF5B
ENSG00000158428.4	ENSG00000158428	CATIP
ENSG00000158435.8	ENSG00000158435	CNOT11
ENSG00000158473.8	ENSG00000158473	CD1D
ENSG00000158477.7	ENSG00000158477	CD1A
ENSG00000158481.13	ENSG00000158481	CD1C
ENSG00000158485.11	ENSG00000158485	CD1B
ENSG00000158488.16	ENSG00000158488	CD1E
ENSG00000158552.13	ENSG00000158552	ZFAND2B
ENSG00000158615.10	ENSG00000158615	PPP1R15B
ENSG00000158710.15	ENSG00000158710	TAGLN2
ENSG00000158711.14	ENSG00000158711	ELK4
ENSG00000158714.11	ENSG00000158714	SLAMF8
ENSG00000158715.6	ENSG00000158715	SLC45A3
ENSG00000158716.9	ENSG00000158716	DUSP23
ENSG00000158747.15	ENSG00000158747	NBL1
ENSG00000158748.4	ENSG00000158748	HTR6
ENSG00000158764.7	ENSG00000158764	ITLN2
ENSG00000158769.18	ENSG00000158769	F11R
ENSG00000158773.14	ENSG00000158773	USF1
ENSG00000158786.5	ENSG00000158786	PLA2G2F
ENSG00000158793.14	ENSG00000158793	NIT1
ENSG00000158796.17	ENSG00000158796	DEDD
ENSG00000158816.16	ENSG00000158816	VWA5B1
ENSG00000158825.6	ENSG00000158825	CDA
ENSG00000158828.8	ENSG00000158828	PINK1
ENSG00000158850.15	ENSG00000158850	B4GALT3
ENSG00000158859.10	ENSG00000158859	ADAMTS4
ENSG00000158864.13	ENSG00000158864	NDUFS2
ENSG00000158869.11	ENSG00000158869	FCER1G
ENSG00000158874.11	ENSG00000158874	APOA2
ENSG00000158882.15	ENSG00000158882	TOMM40L
ENSG00000158887.19	ENSG00000158887	MPZ
ENSG00000158966.16	ENSG00000158966	CACHD1
ENSG00000159023.23	ENSG00000159023	EPB41
ENSG00000159164.10	ENSG00000159164	SV2A
ENSG00000159166.15	ENSG00000159166	LAD1
ENSG00000159173.19	ENSG00000159173	TNNI1
ENSG00000159176.14	ENSG00000159176	CSRP1
ENSG00000159189.13	ENSG00000159189	C1QC
ENSG00000159208.16	ENSG00000159208	CIART
ENSG00000159214.13	ENSG00000159214	CCDC24
ENSG00000159239.13	ENSG00000159239	
ENSG00000159339.13	ENSG00000159339	PADI4
ENSG00000159346.13	ENSG00000159346	ADIPOR1
ENSG00000159348.13	ENSG00000159348	CYB5R1
ENSG00000159352.16	ENSG00000159352	PSMD4
ENSG00000159363.19	ENSG00000159363	ATP13A2
ENSG00000159374.18	ENSG00000159374	M1AP
ENSG00000159377.11	ENSG00000159377	PSMB4
ENSG00000159388.6	ENSG00000159388	BTG2
ENSG00000159399.10	ENSG00000159399	HK2
ENSG00000159409.15	ENSG00000159409	CELF3
ENSG00000159423.17	ENSG00000159423	ALDH4A1
ENSG00000159445.13	ENSG00000159445	THEM4
ENSG00000159450.13	ENSG00000159450	TCHH
ENSG00000159455.9	ENSG00000159455	LCE2B
ENSG00000159479.17	ENSG00000159479	MED8
ENSG00000159516.9	ENSG00000159516	SPRR2G
ENSG00000159527.4	ENSG00000159527	PGLYRP3
ENSG00000159588.15	ENSG00000159588	CCDC17
ENSG00000159592.11	ENSG00000159592	GPBP1L1
ENSG00000159596.7	ENSG00000159596	TMEM69
ENSG00000159650.9	ENSG00000159650	UROC1
ENSG00000159658.15	ENSG00000159658	EFCAB14
ENSG00000159685.11	ENSG00000159685	CHCHD6
ENSG00000160049.12	ENSG00000160049	DFFA
ENSG00000160050.16	ENSG00000160050	CCDC28B
ENSG00000160051.12	ENSG00000160051	IQCC
ENSG00000160055.20	ENSG00000160055	TMEM234
ENSG00000160058.19	ENSG00000160058	BSDC1
ENSG00000160062.15	ENSG00000160062	ZBTB8A
ENSG00000160072.20	ENSG00000160072	ATAD3B
ENSG00000160075.12	ENSG00000160075	SSU72
ENSG00000160087.21	ENSG00000160087	UBE2J2
ENSG00000160094.15	ENSG00000160094	ZNF362
ENSG00000160097.20	ENSG00000160097	FNDC5
ENSG00000160124.9	ENSG00000160124	MIX23
ENSG00000160145.16	ENSG00000160145	KALRN
ENSG00000160678.12	ENSG00000160678	S100A1
ENSG00000160679.13	ENSG00000160679	CHTOP
ENSG00000160685.14	ENSG00000160685	ZBTB7B
ENSG00000160688.19	ENSG00000160688	FLAD1
ENSG00000160691.19	ENSG00000160691	SHC1
ENSG00000160710.18	ENSG00000160710	ADAR
ENSG00000160712.13	ENSG00000160712	IL6R
ENSG00000160714.10	ENSG00000160714	UBE2Q1
ENSG00000160716.6	ENSG00000160716	CHRNB2
ENSG00000160741.17	ENSG00000160741	CRTC2
ENSG00000160746.13	ENSG00000160746	ANO10
ENSG00000160752.15	ENSG00000160752	FDPS
ENSG00000160753.17	ENSG00000160753	RUSC1
ENSG00000160781.17	ENSG00000160781	PAQR6
ENSG00000160783.19	ENSG00000160783	PMF1
ENSG00000160785.14	ENSG00000160785	SLC25A44
ENSG00000160789.24	ENSG00000160789	LMNA
ENSG00000160791.14	ENSG00000160791	CCR5
ENSG00000160796.18	ENSG00000160796	NBEAL2
ENSG00000160799.12	ENSG00000160799	CCDC12
ENSG00000160801.14	ENSG00000160801	PTH1R
ENSG00000160803.8	ENSG00000160803	UBQLN4
ENSG00000160808.11	ENSG00000160808	MYL3
ENSG00000160818.17	ENSG00000160818	GPATCH4
ENSG00000160838.14	ENSG00000160838	LRRC71
ENSG00000160856.21	ENSG00000160856	FCRL3
ENSG00000162244.12	ENSG00000162244	RPL29
ENSG00000162267.14	ENSG00000162267	ITIH3
ENSG00000162365.13	ENSG00000162365	CYP4A22
ENSG00000162366.8	ENSG00000162366	PDZK1IP1
ENSG00000162367.12	ENSG00000162367	TAL1
ENSG00000162368.15	ENSG00000162368	CMPK1
ENSG00000162373.13	ENSG00000162373	BEND5
ENSG00000162374.18	ENSG00000162374	ELAVL4
ENSG00000162377.6	ENSG00000162377	COA7
ENSG00000162378.13	ENSG00000162378	ZYG11B
ENSG00000162383.13	ENSG00000162383	SLC1A7
ENSG00000162384.14	ENSG00000162384	CZIB
ENSG00000162385.11	ENSG00000162385	MAGOH
ENSG00000162390.18	ENSG00000162390	ACOT11
ENSG00000162391.12	ENSG00000162391	FAM151A
ENSG00000162396.6	ENSG00000162396	PARS2
ENSG00000162398.12	ENSG00000162398	LEXM
ENSG00000162399.9	ENSG00000162399	BSND
ENSG00000162402.15	ENSG00000162402	USP24
ENSG00000162407.9	ENSG00000162407	PLPP3
ENSG00000162408.11	ENSG00000162408	NOL9
ENSG00000162409.12	ENSG00000162409	PRKAA2
ENSG00000162413.17	ENSG00000162413	KLHL21
ENSG00000162415.7	ENSG00000162415	ZSWIM5
ENSG00000162419.13	ENSG00000162419	GMEB1
ENSG00000162426.16	ENSG00000162426	SLC45A1
ENSG00000162430.18	ENSG00000162430	SELENON
ENSG00000162433.15	ENSG00000162433	AK4
ENSG00000162434.14	ENSG00000162434	JAK1
ENSG00000162437.15	ENSG00000162437	RAVER2
ENSG00000162438.12	ENSG00000162438	CTRC
ENSG00000162441.12	ENSG00000162441	LZIC
ENSG00000162444.12	ENSG00000162444	RBP7
ENSG00000162456.10	ENSG00000162456	KNCN
ENSG00000162458.13	ENSG00000162458	FBLIM1
ENSG00000162460.7	ENSG00000162460	TMEM82
ENSG00000162461.8	ENSG00000162461	SLC25A34
ENSG00000162482.5	ENSG00000162482	AKR7A3
ENSG00000162490.7	ENSG00000162490	DRAXIN
ENSG00000162493.17	ENSG00000162493	PDPN
ENSG00000162494.6	ENSG00000162494	LRRC38
ENSG00000162496.9	ENSG00000162496	DHRS3
ENSG00000162510.6	ENSG00000162510	MATN1
ENSG00000162511.8	ENSG00000162511	LAPTM5
ENSG00000162512.16	ENSG00000162512	SDC3
ENSG00000162517.13	ENSG00000162517	PEF1
ENSG00000162520.15	ENSG00000162520	SYNC
ENSG00000162521.19	ENSG00000162521	RBBP4
ENSG00000162522.11	ENSG00000162522	KIAA1522
ENSG00000162526.7	ENSG00000162526	TSSK3
ENSG00000162542.14	ENSG00000162542	TMCO4
ENSG00000162543.6	ENSG00000162543	UBXN10
ENSG00000162545.6	ENSG00000162545	CAMK2N1
ENSG00000162551.14	ENSG00000162551	ALPL
ENSG00000162552.15	ENSG00000162552	WNT4
ENSG00000162571.14	ENSG00000162571	TTLL10
ENSG00000162572.21	ENSG00000162572	SCNN1D
ENSG00000162576.17	ENSG00000162576	MXRA8
ENSG00000162585.17	ENSG00000162585	FAAP20
ENSG00000162591.17	ENSG00000162591	MEGF6
ENSG00000162592.10	ENSG00000162592	CCDC27
ENSG00000162594.17	ENSG00000162594	IL23R
ENSG00000162595.8	ENSG00000162595	DIRAS3
ENSG00000162598.13	ENSG00000162598	C1orf87
ENSG00000162599.18	ENSG00000162599	NFIA
ENSG00000162600.12	ENSG00000162600	OMA1
ENSG00000162601.12	ENSG00000162601	MYSM1
ENSG00000162604.12	ENSG00000162604	TM2D1
ENSG00000162607.13	ENSG00000162607	USP1
ENSG00000162613.18	ENSG00000162613	FUBP1
ENSG00000162614.19	ENSG00000162614	NEXN
ENSG00000162616.9	ENSG00000162616	DNAJB4
ENSG00000162618.15	ENSG00000162618	ADGRL4
ENSG00000162620.16	ENSG00000162620	LRRIQ3
ENSG00000162621.7	ENSG00000162621	LRRC53
ENSG00000162623.16	ENSG00000162623	TYW3
ENSG00000162624.16	ENSG00000162624	LHX8
ENSG00000162627.17	ENSG00000162627	SNX7
ENSG00000162630.6	ENSG00000162630	B3GALT2
ENSG00000162631.20	ENSG00000162631	NTNG1
ENSG00000162636.16	ENSG00000162636	FAM102B
ENSG00000162639.16	ENSG00000162639	HENMT1
ENSG00000162641.20	ENSG00000162641	AKNAD1
ENSG00000162642.14	ENSG00000162642	C1orf52
ENSG00000162643.13	ENSG00000162643	DNAI3
ENSG00000162645.13	ENSG00000162645	GBP2
ENSG00000162650.17	ENSG00000162650	ATXN7L2
ENSG00000162654.9	ENSG00000162654	GBP4
ENSG00000162664.17	ENSG00000162664	ZNF326
ENSG00000162669.16	ENSG00000162669	HFM1
ENSG00000162670.11	ENSG00000162670	BRINP3
ENSG00000162676.13	ENSG00000162676	GFI1
ENSG00000162687.19	ENSG00000162687	KCNT2
ENSG00000162688.17	ENSG00000162688	AGL
ENSG00000162692.12	ENSG00000162692	VCAM1
ENSG00000162694.14	ENSG00000162694	EXTL2
ENSG00000162695.12	ENSG00000162695	SLC30A7
ENSG00000162702.8	ENSG00000162702	ZNF281
ENSG00000162704.16	ENSG00000162704	ARPC5
ENSG00000162706.13	ENSG00000162706	CADM3
ENSG00000162711.18	ENSG00000162711	NLRP3
ENSG00000162714.13	ENSG00000162714	ZNF496
ENSG00000162722.9	ENSG00000162722	TRIM58
ENSG00000162723.10	ENSG00000162723	SLAMF9
ENSG00000162727.3	ENSG00000162727	OR2M5
ENSG00000162728.5	ENSG00000162728	KCNJ9
ENSG00000162729.14	ENSG00000162729	IGSF8
ENSG00000162733.19	ENSG00000162733	DDR2
ENSG00000162734.13	ENSG00000162734	PEA15
ENSG00000162735.19	ENSG00000162735	PEX19
ENSG00000162736.18	ENSG00000162736	NCSTN
ENSG00000162738.7	ENSG00000162738	VANGL2
ENSG00000162739.14	ENSG00000162739	SLAMF6
ENSG00000162745.11	ENSG00000162745	OLFML2B
ENSG00000162746.15	ENSG00000162746	FCRLB
ENSG00000162747.13	ENSG00000162747	FCGR3B
ENSG00000162753.13	ENSG00000162753	SLC9C2
ENSG00000162755.14	ENSG00000162755	KLHDC9
ENSG00000162757.4	ENSG00000162757	C1orf74
ENSG00000162761.14	ENSG00000162761	LMX1A
ENSG00000162763.4	ENSG00000162763	LRRC52
ENSG00000162769.13	ENSG00000162769	FLVCR1
ENSG00000162771.8	ENSG00000162771	GARIN4
ENSG00000162772.17	ENSG00000162772	ATF3
ENSG00000162775.17	ENSG00000162775	RBM15
ENSG00000162777.17	ENSG00000162777	DENND2D
ENSG00000162779.22	ENSG00000162779	AXDND1
ENSG00000162782.16	ENSG00000162782	TDRD5
ENSG00000162783.11	ENSG00000162783	IER5
ENSG00000162804.14	ENSG00000162804	SNED1
ENSG00000162813.18	ENSG00000162813	BPNT1
ENSG00000162814.11	ENSG00000162814	SPATA17
ENSG00000162817.7	ENSG00000162817	C1orf115
ENSG00000162819.12	ENSG00000162819	BROX
ENSG00000162825.18	ENSG00000162825	NBPF20
ENSG00000162836.12	ENSG00000162836	ACP6
ENSG00000162843.18	ENSG00000162843	WDR64
ENSG00000162849.16	ENSG00000162849	KIF26B
ENSG00000162851.8	ENSG00000162851	TFB2M
ENSG00000162852.14	ENSG00000162852	CNST
ENSG00000162869.16	ENSG00000162869	PPP1R21
ENSG00000162873.15	ENSG00000162873	KLHDC8A
ENSG00000162877.13	ENSG00000162877	PM20D1
ENSG00000162878.13	ENSG00000162878	PKDCC
ENSG00000162881.7	ENSG00000162881	OXER1
ENSG00000162882.15	ENSG00000162882	HAAO
ENSG00000162885.14	ENSG00000162885	B3GALNT2
ENSG00000162889.11	ENSG00000162889	MAPKAPK2
ENSG00000162891.11	ENSG00000162891	IL20
ENSG00000162892.16	ENSG00000162892	IL24
ENSG00000162894.12	ENSG00000162894	FCMR
ENSG00000162896.6	ENSG00000162896	PIGR
ENSG00000162897.16	ENSG00000162897	FCAMR
ENSG00000162909.18	ENSG00000162909	CAPN2
ENSG00000162910.19	ENSG00000162910	MRPL55
ENSG00000162923.18	ENSG00000162923	WDR26
ENSG00000162924.16	ENSG00000162924	REL
ENSG00000162927.14	ENSG00000162927	PUS10
ENSG00000162928.9	ENSG00000162928	PEX13
ENSG00000162929.14	ENSG00000162929	SANBR
ENSG00000162931.12	ENSG00000162931	TRIM17
ENSG00000162944.11	ENSG00000162944	RFTN2
ENSG00000162946.23	ENSG00000162946	DISC1
ENSG00000162949.16	ENSG00000162949	CAPN13
ENSG00000162951.11	ENSG00000162951	LRRTM1
ENSG00000162959.14	ENSG00000162959	MEMO1
ENSG00000162961.14	ENSG00000162961	DPY30
ENSG00000162971.11	ENSG00000162971	TYW5
ENSG00000162972.11	ENSG00000162972	MAIP1
ENSG00000162975.5	ENSG00000162975	KCNF1
ENSG00000162976.13	ENSG00000162976	SLC66A3
ENSG00000162980.17	ENSG00000162980	ARL5A
ENSG00000162981.14	ENSG00000162981	LRATD1
ENSG00000162989.5	ENSG00000162989	KCNJ3
ENSG00000162992.5	ENSG00000162992	NEUROD1
ENSG00000162994.16	ENSG00000162994	CLHC1
ENSG00000162998.5	ENSG00000162998	FRZB
ENSG00000162999.13	ENSG00000162999	DUSP19
ENSG00000163001.12	ENSG00000163001	CFAP36
ENSG00000163002.13	ENSG00000163002	NUP35
ENSG00000163006.12	ENSG00000163006	CCDC138
ENSG00000163012.4	ENSG00000163012	ZSWIM2
ENSG00000163013.12	ENSG00000163013	FBXO41
ENSG00000163017.14	ENSG00000163017	ACTG2
ENSG00000163026.12	ENSG00000163026	WDCP
ENSG00000163029.16	ENSG00000163029	SMC6
ENSG00000163032.12	ENSG00000163032	VSNL1
ENSG00000163040.15	ENSG00000163040	CCDC74A
ENSG00000163041.13	ENSG00000163041	H3-3A
ENSG00000163046.16	ENSG00000163046	ANKRD30BL
ENSG00000163050.18	ENSG00000163050	COQ8A
ENSG00000163053.11	ENSG00000163053	SLC16A14
ENSG00000163060.8	ENSG00000163060	TEKT4
ENSG00000163064.7	ENSG00000163064	EN1
ENSG00000163072.16	ENSG00000163072	NOSTRIN
ENSG00000163075.13	ENSG00000163075	CFAP221
ENSG00000163082.10	ENSG00000163082	SGPP2
ENSG00000163083.6	ENSG00000163083	INHBB
ENSG00000163092.22	ENSG00000163092	XIRP2
ENSG00000163093.12	ENSG00000163093	BBS5
ENSG00000163121.10	ENSG00000163121	NEURL3
ENSG00000163125.16	ENSG00000163125	RPRD2
ENSG00000163126.15	ENSG00000163126	ANKRD23
ENSG00000163131.12	ENSG00000163131	CTSS
ENSG00000163141.20	ENSG00000163141	BNIPL
ENSG00000163154.6	ENSG00000163154	TNFAIP8L2
ENSG00000163155.12	ENSG00000163155	LYSMD1
ENSG00000163156.12	ENSG00000163156	SCNM1
ENSG00000163157.15	ENSG00000163157	TMOD4
ENSG00000163159.15	ENSG00000163159	VPS72
ENSG00000163161.14	ENSG00000163161	ERCC3
ENSG00000163162.9	ENSG00000163162	RNF149
ENSG00000163166.15	ENSG00000163166	IWS1
ENSG00000163170.12	ENSG00000163170	BOLA3
