Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PLAC1.1KO	PLAC1.1WT	PLAC1.2KO	PLAC1.2WT	PLAC1.3KO	PLAC1.3WT	PLAC1.4KO	PLAC1.4WT	PLAC1.5KO	PLAC1.5WT	external_gene_name	gene_biotype	description
ENSRNOG00000020729	183.74229759075004	4.679293056764115	0.5690548043534276	8.222921625415022	1.986046277687559e-16	1.0038168686138206e-14	397.6928810707762	15.622018896605743	477.78706571871743	12.803844917373238	125.58662225888898	14.534366413739617	83.55017320613902	12.49334724013984	683.7625600359464	13.590096149173796	Stc2	protein_coding	stanniocalcin 2 [Source:RGD Symbol;Acc:621777]
ENSRNOG00000070509	21.34985608278317	4.240787870832122	0.5140659394911967	8.249501756583008	1.5905627090926698e-16	8.166059334537287e-15	27.573373087573817	2.9291285431135767	38.34093737248967	1.0669870764477698	45.57579033588713	5.190845147764149	56.37120119932271	0.8328898160093227	34.646687095711144	0.970721153512414		protein_coding	galactose-3-O-sulfotransferase 2C [Source:MGI Symbol;Acc:MGI:3646771]
ENSRNOG00000024848	14.52978162140471	3.6306074601627296	1.283151533972844	2.829445598620596	0.0046628726623230855	0.01538691252621821	8.48411479617656	0	54.07055270479313	3.2009612293433096	61.780515788646994	1.0381690295528299	10.066285928450485	0.8328898160093227	0	5.824326921074484	Fga	protein_coding	fibrinogen alpha chain [Source:RGD Symbol;Acc:2603]
ENSRNOG00000020410	305.77910728210367	3.6122066821448233	0.1577601887319959	22.896820238224137	4.9977831991111797e-116	4.0669460782767227e-112	669.1845545484261	41.00779960359007	533.8238203400485	36.277560599224174	503.3592843763534	51.90845147764149	644.242299420831	39.97871116844749	475.88243746167956	62.12615382479449	Th	protein_coding	tyrosine hydroxylase [Source:RGD Symbol;Acc:3853]
ENSRNOG00000007092	12.003393672562492	3.3135532487357064	1.2795056879013738	2.5897135745996933	0.009605581731713667	0.028377353908811024	5.302571747610349	0	53.08745174652416	6.401922458686619	43.55019965429214	1.0381690295528299	7.046400149915339	1.6657796320186453	0	1.941442307024828	Fgb	protein_coding	fibrinogen beta chain [Source:RGD Symbol;Acc:2604]
ENSRNOG00000014600	3.9172274064298067	3.187100645612318	0.8867269981753945	3.594229849965513	3.2535252586627516e-4	0.001546921518689345	3.1815430485662097	0	9.83100958268966	1.0669870764477698	7.089567385582442	1.0381690295528299	10.066285928450485	0.8328898160093227	5.095101043486933	0.970721153512414	Cib3	protein_coding	calcium and integrin binding family member 3 [Source:RGD Symbol;Acc:1590245]
ENSRNOG00000002889	829.425005276496	3.1821901329676914	1.1210179988662956	2.8386610528875487	0.004530325096510339	0.015034877843740978	178.16641071970773	18.55114743971932	3115.446936754353	374.5124638331672	3414.1330938283445	40.488592152560365	734.8388727768854	179.9042002580137	28.532565843526825	209.67576915868142	Afp	protein_coding	alpha-fetoprotein [Source:RGD Symbol;Acc:2065]
ENSRNOG00000003500	20.406584409555315	3.157664236461624	0.7686727780537362	4.1079433623976715	3.99197961284689e-5	2.458171328001632e-4	10.605143495220698	0.976376181037859	77.6649757032483	7.468909535134388	77.98524124140687	2.0763380591056597	13.08617170698563	3.3315592640372906	4.076080834789546	6.795048074586898	Apoa2	protein_coding	apolipoprotein A2 [Source:RGD Symbol;Acc:2131]
ENSRNOG00000037814	34.436917561457776	3.1048333181356536	0.45600111471948207	6.808828351320264	9.839679352945723e-12	2.404516238276151e-10	39.23903093231659	4.881880905189295	24.57752395672415	3.2009612293433096	97.22835271655921	6.229014177316979	58.38445838501281	14.159126872158486	89.67377836537003	6.795048074586898	Cxcl17	protein_coding	C-X-C motif chemokine ligand 17 [Source:RGD Symbol;Acc:1304717]
ENSRNOG00000034191	13.35739551436054	3.1006472014738553	0.9435996022453346	3.285977647824073	0.001016290742096137	0.004201201886617888	2.12102869904414	0.976376181037859	35.39163449768277	5.334935382238849	71.90846919662191	2.0763380591056597	9.059657335605436	0.8328898160093227	1.0190202086973865	4.85360576756207	Fmo1	protein_coding	flavin containing dimethylaniline monoxygenase 1 [Source:RGD Symbol;Acc:2622]
