gene	BeWo.CT	SCR.CT27	SCR.CT29	rTS_SCR	e13.5_WT	e18.5_WT
ENSG00000197601	0	0	0	1	0	0
ENSG00000107560	0	0	0	1	0	0
ENSG00000262179	0	0	0	1	0	0
ENSG00000154127	0	0	0	1	0	1
ENSG00000140299	0	0	0	1	0	0
ENSG00000187642	0	0	0	1	0	0
ENSG00000187583	0	0	0	1	0	1
ENSG00000099203	0	0	0	1	0	0
ENSG00000165181	0	0	0	1	1	1
ENSG00000184313	0	0	0	1	1	1
ENSG00000214212	0	0	0	1	0	1
ENSG00000162407	0	0	0	1	0	0
ENSG00000100815	0	0	0	1	0	0
ENSG00000156959	0	0	0	1	0	0
ENSG00000176009	0	0	0	1	0	0
ENSG00000175348	0	0	0	1	0	0
ENSG00000154134	0	0	0	1	0	0
ENSG00000186106	0	0	0	1	0	0
ENSG00000248746	0	0	0	1	0	0
ENSG00000064199	0	0	0	1	0	0
ENSG00000198722	0	0	0	1	0	0
ENSG00000138411	0	0	0	1	0	0
ENSG00000110013	0	0	0	1	0	1
ENSG00000126785	0	0	0	1	1	1
ENSG00000136867	0	0	0	1	0	0
ENSG00000157734	0	0	0	1	0	0
ENSG00000205784	0	0	0	1	0	0
ENSG00000165124	0	0	0	1	0	1
ENSG00000154143	0	0	0	1	0	0
ENSG00000151498	0	0	0	1	0	0
ENSG00000262406	0	0	0	1	0	0
ENSG00000150750	0	0	0	1	0	0
ENSG00000144746	0	0	0	1	0	0
ENSG00000254986	0	0	0	1	0	0
ENSG00000166797	0	0	0	1	0	0
ENSG00000005238	0	0	0	1	0	0
ENSG00000156509	0	0	0	1	0	0
ENSG00000198853	0	0	0	1	0	0
ENSG00000259823	0	0	0	1	0	1
ENSG00000215187	0	0	0	1	0	0
ENSG00000144488	0	0	0	1	0	0
ENSG00000106868	0	0	0	1	0	0
ENSG00000171219	0	0	0	1	0	0
ENSG00000155980	0	0	0	1	0	0
ENSG00000174516	0	0	0	1	0	0
ENSG00000135409	0	0	0	1	0	0
ENSG00000172367	0	0	0	1	0	0
ENSG00000182718	0	0	0	1	0	0
ENSG00000160703	0	0	0	1	0	0
ENSG00000137098	0	0	0	1	0	0
ENSG00000118939	0	0	0	1	0	1
ENSG00000167767	0	0	0	1	0	1
ENSG00000121797	0	0	0	1	0	1
ENSG00000166169	0	0	0	1	0	0
ENSG00000246922	0	0	0	1	0	0
ENSG00000054690	0	0	0	1	0	0
ENSG00000107186	0	0	0	1	0	0
ENSG00000149328	0	0	0	1	0	0
ENSG00000110315	0	0	0	1	0	0
ENSG00000059758	0	0	0	1	0	0
ENSG00000100564	0	0	0	1	0	0
ENSG00000183476	0	0	0	1	0	0
ENSG00000135406	0	0	0	1	0	0
ENSG00000170242	0	0	0	1	0	0
ENSG00000155749	0	0	0	1	0	1
ENSG00000166435	0	0	0	1	0	0
ENSG00000166171	0	0	0	1	0	0
ENSG00000139219	0	0	0	1	0	0
ENSG00000197417	0	0	0	1	0	0
ENSG00000107829	0	0	0	1	0	0
ENSG00000177875	0	0	0	1	0	0
ENSG00000044459	0	0	0	1	1	0
ENSG00000122694	0	0	0	1	0	0
ENSG00000248712	0	0	0	1	0	0
ENSG00000173258	0	0	0	1	0	0
ENSG00000106853	0	0	0	1	0	0
ENSG00000197816	0	0	0	1	0	0
ENSG00000170271	0	0	0	1	0	1
ENSG00000119514	0	0	0	1	0	0
ENSG00000166106	0	0	0	1	0	0
ENSG00000043039	0	0	0	1	0	0
ENSG00000170927	0	0	0	1	0	0
ENSG00000186166	0	0	0	1	0	0
ENSG00000111145	0	0	0	1	0	0
ENSG00000178031	0	0	0	1	0	0
ENSG00000107159	0	0	0	1	0	0
ENSG00000096092	0	0	0	1	0	0
ENSG00000165917	0	0	0	1	0	0
ENSG00000172752	0	0	0	1	0	0
ENSG00000196689	0	0	0	1	0	0
ENSG00000120798	0	0	0	1	0	0
ENSG00000167588	0	0	0	1	0	0
ENSG00000177144	0	0	0	1	0	0
ENSG00000173598	0	0	0	1	0	0
ENSG00000169758	0	0	0	1	0	0
ENSG00000166326	0	0	0	1	0	0
ENSG00000162711	0	0	0	1	0	0
ENSG00000136842	0	0	0	1	0	1
ENSG00000135362	0	0	0	1	0	0
ENSG00000196220	0	0	0	1	1	0
ENSG00000134954	0	0	0	1	0	0
ENSG00000072110	0	0	0	1	0	0
ENSG00000186523	0	0	0	1	0	0
ENSG00000145002	0	0	0	1	0	0
ENSG00000164946	0	0	0	1	0	0
ENSG00000177238	0	0	0	1	0	0
ENSG00000175893	0	0	0	1	0	0
ENSG00000110934	0	0	0	1	0	0
ENSG00000137492	0	0	0	1	0	0
ENSG00000185479	0	0	0	1	0	1
ENSG00000170465	0	0	0	1	0	1
ENSG00000205420	0	0	0	1	0	1
ENSG00000128833	0	0	0	1	1	0
ENSG00000135480	0	0	0	1	0	0
ENSG00000205177	0	0	0	1	0	0
ENSG00000196116	0	0	0	1	0	0
ENSG00000147883	0	0	0	1	0	1
ENSG00000214046	0	0	0	1	0	0
ENSG00000188026	0	0	0	1	0	1
ENSG00000100558	0	0	0	1	0	0
ENSG00000154240	0	0	0	1	0	0
ENSG00000155158	0	0	0	1	0	0
ENSG00000123338	0	0	0	1	0	0
ENSG00000006282	0	0	0	1	0	0
ENSG00000206384	0	0	0	1	0	0
ENSG00000105428	0	0	0	1	0	1
ENSG00000102189	0	0	0	1	0	0
ENSG00000119509	0	0	0	1	0	0
ENSG00000139718	0	0	0	1	0	0
ENSG00000184014	0	0	0	1	0	0
ENSG00000136872	0	0	0	1	0	0
ENSG00000111229	0	0	0	1	0	0
ENSG00000166246	0	0	0	1	0	0
ENSG00000136881	0	0	0	1	0	0
ENSG00000173991	0	0	0	1	0	0
ENSG00000120156	0	0	0	1	1	0
ENSG00000155366	0	0	0	1	0	1
ENSG00000165152	0	0	0	1	1	0
ENSG00000120160	0	0	0	1	0	0
ENSG00000174749	0	0	0	1	0	0
ENSG00000183955	0	0	0	1	0	0
ENSG00000173838	0	0	0	1	0	1
ENSG00000139725	0	0	0	1	0	0
ENSG00000213918	0	0	0	1	0	0
ENSG00000163898	0	0	0	1	0	0
ENSG00000111231	0	0	0	1	0	0
ENSG00000186104	0	0	0	1	0	0
ENSG00000140259	0	0	0	1	0	0
ENSG00000170703	0	0	0	1	0	0
ENSG00000121104	0	0	0	1	0	0
ENSG00000248487	0	0	0	1	0	1
ENSG00000204856	0	0	0	1	0	0
ENSG00000198835	0	0	0	1	0	0
ENSG00000167723	0	0	0	1	0	0
ENSG00000170423	0	0	0	1	0	0
ENSG00000111237	0	0	0	1	0	0
ENSG00000181038	0	0	0	1	0	0
ENSG00000151164	0	0	0	1	0	0
ENSG00000099769	0	0	0	1	0	0
ENSG00000041880	0	0	0	1	0	1
ENSG00000161638	0	0	0	1	0	0
ENSG00000196850	0	0	0	1	0	0
ENSG00000006062	0	0	0	1	0	1
ENSG00000144824	0	0	0	1	0	0
ENSG00000170454	0	0	0	1	0	1
ENSG00000167842	0	0	0	1	0	1
ENSG00000167971	0	0	0	1	0	0
ENSG00000091536	0	0	0	1	0	0
ENSG00000198920	0	0	0	1	0	0
ENSG00000162073	0	0	0	1	0	0
ENSG00000220205	0	0	0	1	0	1
ENSG00000176945	0	0	0	1	0	0
ENSG00000179148	0	0	0	1	0	1
ENSG00000163959	0	0	0	1	0	0
ENSG00000167880	0	0	0	1	0	1
ENSG00000007174	0	0	0	1	0	0
ENSG00000198270	0	0	0	1	0	0
ENSG00000176170	0	0	0	1	0	1
ENSG00000005243	0	0	0	1	0	0
ENSG00000179604	0	0	0	1	0	0
ENSG00000146826	0	0	0	1	0	0
ENSG00000213085	0	0	0	1	0	0
ENSG00000134369	0	0	0	1	0	0
ENSG00000262152	0	0	0	1	0	0
ENSG00000156535	0	0	0	1	0	1
ENSG00000167705	0	0	0	1	0	0
ENSG00000168528	0	0	0	1	0	0
ENSG00000187624	0	0	0	1	0	0
ENSG00000114737	0	0	0	1	0	0
ENSG00000117139	0	0	0	1	0	0
ENSG00000144224	0	0	0	1	0	0
ENSG00000143512	0	0	0	1	0	0
ENSG00000112212	0	0	0	1	0	0
ENSG00000187492	0	0	0	1	0	0
ENSG00000159176	0	0	0	1	0	0
ENSG00000162849	0	0	0	1	1	0
ENSG00000143771	0	0	0	1	0	1
ENSG00000072182	0	0	0	1	0	0
ENSG00000143862	0	0	0	1	0	0
ENSG00000197361	0	0	0	1	0	0
ENSG00000162923	0	0	0	1	0	0
ENSG00000129226	0	0	0	1	0	1
ENSG00000198892	0	0	0	1	0	1
ENSG00000067365	0	0	0	1	0	0
ENSG00000266173	0	0	0	1	0	0
ENSG00000109193	0	0	0	1	0	0
ENSG00000215148	0	0	0	1	0	0
ENSG00000109101	0	0	0	1	0	0
ENSG00000140057	0	0	0	1	0	0
ENSG00000007314	0	0	0	1	0	1
ENSG00000101605	0	0	0	1	0	0
ENSG00000187688	0	0	0	1	0	0
ENSG00000118263	0	0	0	1	0	1
ENSG00000176020	0	0	0	1	0	0
ENSG00000143776	0	0	0	1	0	0
ENSG00000243749	0	0	0	1	0	0
ENSG00000140650	0	0	0	1	0	0
ENSG00000164068	0	0	0	1	0	1
ENSG00000117090	0	0	0	1	0	0
ENSG00000115850	0	0	0	1	0	1
ENSG00000162032	0	0	0	1	0	0
ENSG00000169330	0	0	0	1	0	0
ENSG00000118197	0	0	0	1	0	0
ENSG00000179673	0	0	0	1	0	1
ENSG00000176601	0	0	0	1	0	0
ENSG00000017260	0	0	0	1	0	0
ENSG00000164930	0	0	0	1	0	0
ENSG00000115084	0	0	0	1	0	1
ENSG00000138834	0	0	0	1	0	0
ENSG00000143753	0	0	0	1	0	0
ENSG00000002919	0	0	0	1	0	0
ENSG00000145107	0	0	0	1	0	0
ENSG00000197653	0	0	0	1	0	0
ENSG00000287363	0	0	0	1	0	0
ENSG00000146872	0	0	0	1	0	0
ENSG00000108823	0	0	0	1	0	0
ENSG00000118418	0	0	0	1	1	1
ENSG00000126107	0	0	0	1	0	0
ENSG00000167968	0	0	0	1	0	0
ENSG00000137449	0	0	0	1	0	0
ENSG00000140107	0	0	0	1	0	1
ENSG00000132470	0	0	0	1	0	0
ENSG00000154370	0	0	0	1	0	0
ENSG00000114353	0	0	0	1	0	0
ENSG00000144847	0	0	0	1	1	1
ENSG00000143353	0	0	0	1	0	0
ENSG00000154016	0	0	0	1	0	0
ENSG00000189152	0	0	0	1	0	0
ENSG00000162702	0	0	0	1	0	0
ENSG00000162892	0	0	0	1	0	0
ENSG00000115109	0	0	0	1	0	0
ENSG00000187513	0	0	0	1	0	0
ENSG00000243284	0	0	0	1	0	0
ENSG00000178764	0	0	0	1	0	1
ENSG00000187775	0	0	0	1	0	0
ENSG00000121966	0	0	0	1	0	1
ENSG00000182795	0	0	0	1	0	0
ENSG00000135124	0	0	0	1	0	1
ENSG00000197532	0	0	0	1	0	0
ENSG00000159228	0	0	0	1	1	1
ENSG00000106336	0	0	0	1	0	0
ENSG00000144120	0	0	0	1	0	0
ENSG00000108342	0	0	0	1	0	1
ENSG00000106330	0	0	0	1	0	0
ENSG00000112773	0	0	0	1	0	1
ENSG00000108375	0	0	0	1	0	0
ENSG00000145194	0	0	0	1	0	0
ENSG00000110218	0	0	0	1	0	0
ENSG00000077080	0	0	0	1	0	0
ENSG00000181333	0	0	0	1	0	1
ENSG00000135917	0	0	0	1	0	0
ENSG00000115839	0	0	0	1	0	0
ENSG00000162006	0	0	0	1	0	0
ENSG00000159348	0	0	0	1	0	0
ENSG00000080293	0	0	0	1	0	1
ENSG00000180901	0	0	0	1	0	0
ENSG00000186205	0	0	0	1	1	0
ENSG00000161992	0	0	0	1	0	0
ENSG00000092969	0	0	0	1	0	1
ENSG00000143318	0	0	0	1	0	0
ENSG00000141569	0	0	0	1	0	1
ENSG00000125629	0	0	0	1	0	0
ENSG00000225190	0	0	0	1	0	0
ENSG00000144010	0	0	0	1	0	0
ENSG00000144015	0	0	0	1	0	0
ENSG00000166557	0	0	0	1	0	0
ENSG00000185527	0	0	0	1	0	0
ENSG00000134627	0	0	0	1	0	0
ENSG00000243709	0	0	0	1	1	0
ENSG00000143768	0	0	0	1	1	0
ENSG00000007062	0	0	0	1	1	1
ENSG00000136636	0	0	0	1	0	0
ENSG00000106366	0	0	0	1	0	0
ENSG00000089127	0	0	0	1	0	0
ENSG00000124334	0	0	0	1	0	0
ENSG00000160055	0	0	0	1	0	0
ENSG00000222046	0	0	0	1	0	0
ENSG00000092978	0	0	0	1	0	1
ENSG00000123836	0	0	0	1	0	0
ENSG00000115091	0	0	0	1	0	0
ENSG00000087085	0	0	0	1	0	1
ENSG00000160050	0	0	0	1	0	0
ENSG00000162819	0	0	0	1	0	0
ENSG00000128487	0	0	0	1	0	0
ENSG00000186063	0	0	0	1	0	0
ENSG00000176771	0	0	0	1	0	1
ENSG00000241186	0	0	0	1	0	0
ENSG00000225366	0	0	0	1	0	0
ENSG00000157601	0	0	0	1	0	1
ENSG00000166002	0	0	0	1	0	0
ENSG00000072786	0	0	0	1	0	0
ENSG00000154305	0	0	0	1	0	0
ENSG00000137440	0	0	0	1	0	0
ENSG00000163554	0	0	0	1	0	0
ENSG00000108669	0	0	0	1	0	0
ENSG00000178217	0	0	0	1	0	1
ENSG00000135094	0	0	0	1	0	0
ENSG00000082258	0	0	0	1	0	0
ENSG00000127528	0	0	0	1	0	0
ENSG00000069188	0	0	0	1	0	0
ENSG00000180667	0	0	0	1	0	0
ENSG00000197226	0	0	0	1	0	1
ENSG00000178974	0	0	0	1	0	0
ENSG00000148057	0	0	0	1	0	0
ENSG00000174502	0	0	0	1	0	1
ENSG00000118873	0	0	0	1	0	1
ENSG00000162511	0	0	0	1	0	0
ENSG00000117280	0	0	0	1	0	0
ENSG00000151414	0	0	0	1	0	0
ENSG00000165323	0	0	0	1	0	1
ENSG00000121073	0	0	0	1	0	0
ENSG00000168994	0	0	0	1	0	0
ENSG00000157617	0	0	0	1	0	0
ENSG00000143486	0	0	0	1	0	0
ENSG00000142910	0	0	0	1	0	0
ENSG00000182687	0	0	0	1	0	1
ENSG00000114450	0	0	0	1	0	0
ENSG00000213047	0	0	0	1	0	0
ENSG00000255713	0	0	0	1	0	0
ENSG00000120896	0	0	0	1	0	1
ENSG00000167377	0	0	0	1	0	0
ENSG00000130921	0	0	0	1	0	0
ENSG00000043462	0	0	0	1	0	1
ENSG00000256525	0	0	0	1	0	0
ENSG00000173334	0	0	0	1	0	1
ENSG00000260734	0	0	0	1	0	0
ENSG00000166188	0	0	0	1	0	0
ENSG00000182827	0	0	0	1	0	0
ENSG00000286190	0	0	0	1	0	1
ENSG00000275572	0	0	0	1	0	0
ENSG00000042781	0	0	0	1	0	0
ENSG00000117592	0	0	0	1	0	0
ENSG00000146700	0	0	0	1	0	0
ENSG00000110675	0	0	0	1	0	0
ENSG00000198286	0	0	0	1	0	0
ENSG00000169871	0	0	0	1	0	0
ENSG00000135148	0	0	0	1	0	0
ENSG00000179314	0	0	0	1	0	0
ENSG00000188032	0	0	0	1	0	0
ENSG00000128563	0	0	0	1	0	0
ENSG00000159648	0	0	0	1	0	0
ENSG00000048342	0	0	0	1	0	0
ENSG00000132406	0	0	0	1	0	1
ENSG00000106436	0	0	0	1	0	0
ENSG00000106635	0	0	0	1	0	0
ENSG00000079482	0	0	0	1	1	1
ENSG00000198860	0	0	0	1	0	0
ENSG00000149231	0	0	0	1	0	0
ENSG00000158711	0	0	0	1	0	0
ENSG00000106089	0	0	0	1	0	0
ENSG00000160991	0	0	0	1	0	0
ENSG00000137265	0	0	0	1	0	0
ENSG00000145832	0	0	0	1	1	0
ENSG00000109103	0	0	0	1	0	0
ENSG00000196482	0	0	0	1	0	1
ENSG00000005486	0	0	0	1	0	0
ENSG00000198842	0	0	0	1	0	0
ENSG00000256977	0	0	0	1	0	0
ENSG00000256671	0	0	0	1	0	0
ENSG00000163833	0	0	0	1	0	0
ENSG00000160993	0	0	0	1	0	0
ENSG00000197647	0	0	0	1	1	0
ENSG00000196757	0	0	0	1	1	0
ENSG00000121775	0	0	0	1	0	0
ENSG00000121644	0	0	0	1	0	0
ENSG00000135862	0	0	0	1	0	0
ENSG00000186912	0	0	0	1	0	0
ENSG00000186765	0	0	0	1	0	0
ENSG00000140950	0	0	0	1	0	0
ENSG00000164241	0	0	0	1	0	0
ENSG00000135828	0	0	0	1	0	0
ENSG00000113658	0	0	0	1	0	0
ENSG00000164002	0	0	0	1	0	0
ENSG00000099840	0	0	0	1	0	0
ENSG00000056736	0	0	0	1	0	0
ENSG00000057657	0	0	0	1	0	1
ENSG00000215644	0	0	0	1	0	0
ENSG00000067048	0	0	0	1	0	0
ENSG00000089250	0	0	0	1	0	1
ENSG00000196890	0	0	0	1	0	0
ENSG00000106367	0	0	0	1	0	0
ENSG00000011143	0	0	0	1	0	0
ENSG00000133069	0	0	0	1	0	0
ENSG00000035687	0	0	0	1	0	0
ENSG00000283199	0	0	0	1	0	1
ENSG00000184343	0	0	0	1	0	0
ENSG00000137714	0	0	0	1	0	0
ENSG00000237412	0	0	0	1	0	0
ENSG00000173064	0	0	0	1	0	0
ENSG00000170542	0	0	0	1	0	0
ENSG00000121053	0	0	0	1	0	0
ENSG00000156795	0	0	0	1	0	1
ENSG00000143178	0	0	0	1	0	0
ENSG00000141542	0	0	0	1	0	0
ENSG00000133059	0	0	0	1	0	0
ENSG00000016391	0	0	0	1	0	0
ENSG00000082512	0	0	0	1	0	0
ENSG00000179029	0	0	0	1	0	1
ENSG00000182372	0	0	0	1	0	0
ENSG00000213064	0	0	0	1	0	0
ENSG00000015171	0	0	0	1	0	1
ENSG00000106266	0	0	0	1	0	0
ENSG00000140939	0	0	0	1	0	1
ENSG00000137710	0	0	0	1	0	0
ENSG00000136643	0	0	0	1	0	0
ENSG00000168807	0	0	0	1	0	0
ENSG00000168314	0	0	0	1	0	0
ENSG00000135823	0	0	0	1	0	0
ENSG00000198570	0	0	0	1	0	0
ENSG00000103269	0	0	0	1	0	0
ENSG00000179387	0	0	0	1	1	0
ENSG00000137310	0	0	0	1	0	0
ENSG00000249853	0	0	0	1	0	0
ENSG00000162783	0	0	0	1	0	0
ENSG00000089163	0	0	0	1	0	0
ENSG00000168418	0	0	0	1	0	1
ENSG00000125657	0	0	0	1	0	0
ENSG00000128581	0	0	0	1	0	0
ENSG00000135549	0	0	0	1	1	1
ENSG00000106211	0	0	0	1	0	0
ENSG00000082458	0	0	0	1	0	0
ENSG00000164877	0	0	0	1	0	0
ENSG00000196526	0	0	0	1	0	0
ENSG00000196352	0	0	0	1	0	0
ENSG00000104728	0	0	0	1	0	0
ENSG00000143653	0	0	0	1	0	0
ENSG00000178381	0	0	0	1	0	0
ENSG00000157388	0	0	0	1	0	1
ENSG00000134516	0	0	0	1	0	1
ENSG00000187595	0	0	0	1	0	0
ENSG00000116698	0	0	0	1	0	0
ENSG00000141013	0	0	0	1	0	0
ENSG00000012817	0	0	0	1	0	0
ENSG00000187118	0	0	0	1	0	0
ENSG00000111412	0	0	0	1	0	0
ENSG00000186395	0	0	0	1	0	0
ENSG00000054392	0	0	0	1	0	0
ENSG00000167525	0	0	0	1	0	0
ENSG00000127870	0	0	0	1	0	0
ENSG00000123240	0	0	0	1	0	1
ENSG00000125730	0	0	0	1	0	1
ENSG00000170382	0	0	0	1	1	0
ENSG00000135722	0	0	0	1	0	0
ENSG00000049541	0	0	0	1	0	0
ENSG00000172179	0	0	0	1	1	1
ENSG00000146707	0	0	0	1	0	0
ENSG00000188372	0	0	0	1	0	0
ENSG00000188676	0	0	0	1	0	0
ENSG00000129292	0	0	0	1	0	0
ENSG00000143155	0	0	0	1	0	0
ENSG00000128045	0	0	0	1	0	0
ENSG00000149289	0	0	0	1	0	1
ENSG00000170262	0	0	0	1	0	0
ENSG00000136449	0	0	0	1	0	0
ENSG00000034510	0	0	0	1	0	0
ENSG00000183878	0	0	0	1	0	0
ENSG00000256053	0	0	0	1	0	0
ENSG00000102882	0	0	0	1	0	0
ENSG00000066027	0	0	0	1	0	0
ENSG00000145779	0	0	0	1	0	0
ENSG00000143842	0	0	0	1	0	0
ENSG00000116747	0	0	0	1	0	0
ENSG00000162704	0	0	0	1	0	0
ENSG00000188313	0	0	0	1	0	1
ENSG00000198742	0	0	0	1	0	0
ENSG00000274070	0	0	0	1	0	0
ENSG00000184838	0	0	0	1	0	0
ENSG00000089060	0	0	0	1	0	0
ENSG00000162757	0	0	0	1	0	0
ENSG00000180425	0	0	0	1	0	0
ENSG00000144671	0	0	0	1	0	0
ENSG00000117625	0	0	0	1	0	0
ENSG00000106665	0	0	0	1	0	0
ENSG00000135744	0	0	0	1	0	1
ENSG00000257923	0	0	0	1	0	0
ENSG00000143799	0	0	0	1	0	0
ENSG00000143355	0	0	0	1	0	0
ENSG00000126231	0	0	0	1	0	0
ENSG00000204952	0	0	0	1	0	0
ENSG00000182898	0	0	0	1	0	1
ENSG00000108556	0	0	0	1	0	0
ENSG00000042832	0	0	0	1	0	0
ENSG00000143811	0	0	0	1	0	0
ENSG00000205710	0	0	0	1	0	0
ENSG00000114857	0	0	0	1	0	0
ENSG00000183876	0	0	0	1	0	0
ENSG00000169410	0	0	0	1	0	0
ENSG00000183814	0	0	0	1	0	0
ENSG00000127952	0	0	0	1	0	0
ENSG00000146755	0	0	0	1	0	0
ENSG00000104714	0	0	0	1	0	0
ENSG00000204659	0	0	0	1	0	1
ENSG00000067082	0	0	0	1	0	0
ENSG00000090659	0	0	0	1	0	0
ENSG00000176410	0	0	0	1	0	0
ENSG00000102221	0	0	0	1	0	0
ENSG00000161905	0	0	0	1	0	0
ENSG00000171435	0	0	0	1	0	0
ENSG00000075399	0	0	0	1	0	0
ENSG00000197747	0	0	0	1	0	1
ENSG00000143164	0	0	0	1	0	0
ENSG00000114374	0	0	0	1	0	0
ENSG00000164849	0	0	0	1	0	0
ENSG00000051382	0	0	0	1	0	0
ENSG00000135119	0	0	0	1	0	0
ENSG00000163069	0	0	0	1	0	1
ENSG00000135108	0	0	0	1	0	0
ENSG00000130347	0	0	0	1	0	0
ENSG00000174989	0	0	0	1	0	0
ENSG00000185614	0	0	0	1	0	0
ENSG00000121481	0	0	0	1	0	0
ENSG00000105808	0	0	0	1	0	0
ENSG00000170667	0	0	0	1	0	0
ENSG00000169122	0	0	0	1	1	0
ENSG00000126337	0	0	0	1	0	0
ENSG00000113721	0	0	0	1	0	0
ENSG00000104880	0	0	0	1	0	0
ENSG00000109436	0	0	0	1	0	0
ENSG00000115414	0	0	0	1	0	0
ENSG00000204116	0	0	0	1	1	0
ENSG00000121446	0	0	0	1	0	1
ENSG00000116711	0	0	0	1	1	0
ENSG00000278023	0	0	0	1	0	0
ENSG00000128524	0	0	0	1	0	1
ENSG00000152137	0	0	0	1	0	1
ENSG00000108839	0	0	0	1	0	1
ENSG00000104883	0	0	0	1	0	0
ENSG00000168118	0	0	0	1	0	0
ENSG00000203710	0	0	0	1	0	0
ENSG00000133063	0	0	0	1	1	0
ENSG00000135709	0	0	0	1	0	0
ENSG00000143702	0	0	0	1	0	0
ENSG00000143158	0	0	0	1	0	0
ENSG00000135821	0	0	0	1	0	1
ENSG00000212916	0	0	0	1	0	0
ENSG00000168386	0	0	0	1	0	0
ENSG00000143199	0	0	0	1	0	0
ENSG00000116903	0	0	0	1	0	0
ENSG00000086589	0	0	0	1	0	0
ENSG00000143341	0	0	0	1	0	0
ENSG00000174529	0	0	0	1	0	1
ENSG00000133678	0	0	0	1	0	0
ENSG00000165046	0	0	0	1	0	0
ENSG00000204539	0	0	0	1	0	1
ENSG00000114784	0	0	0	1	0	0
ENSG00000215045	0	0	0	1	0	0
ENSG00000125931	0	0	0	1	0	0
ENSG00000174606	0	0	0	1	0	0
ENSG00000164828	0	0	0	1	0	0
ENSG00000171992	0	0	0	1	0	0
ENSG00000164331	0	0	0	1	0	0
ENSG00000152463	0	0	0	1	0	1
ENSG00000116574	0	0	0	1	0	0
ENSG00000244731	0	0	0	1	0	0
ENSG00000054282	0	0	0	1	0	0
ENSG00000174327	0	0	0	1	0	0
ENSG00000204421	0	0	0	1	0	0
ENSG00000256235	0	0	0	1	0	1
ENSG00000106018	0	0	0	1	1	0
ENSG00000159708	0	0	0	1	0	0
ENSG00000204420	0	0	0	1	0	0
ENSG00000089682	0	0	0	1	0	0
ENSG00000132912	0	0	0	1	0	0
ENSG00000277075	0	0	0	1	0	1
ENSG00000113575	0	0	0	1	0	0
ENSG00000173546	0	0	0	1	1	1
ENSG00000109452	0	0	0	1	0	0
ENSG00000163945	0	0	0	1	0	0
ENSG00000133135	0	0	0	1	0	0
ENSG00000072849	0	0	0	1	0	0
ENSG00000143248	0	0	0	1	1	0
ENSG00000077157	0	0	0	1	0	0
ENSG00000127533	0	0	0	1	0	0
ENSG00000004939	0	0	0	1	0	0
ENSG00000185291	0	0	0	1	0	1
ENSG00000183248	0	0	0	1	0	1
ENSG00000147465	0	0	0	1	0	0
ENSG00000164743	0	0	0	1	0	0
ENSG00000186577	0	0	0	1	0	0
ENSG00000152952	0	0	0	1	0	1
ENSG00000094631	0	0	0	1	0	0
ENSG00000213719	0	0	0	1	0	0
ENSG00000034713	0	0	0	1	0	1
ENSG00000085788	0	0	0	1	0	0
ENSG00000156411	0	0	0	1	0	0
ENSG00000138315	0	0	0	1	0	1
ENSG00000162852	0	0	0	1	0	0
ENSG00000133048	0	0	0	1	0	0
ENSG00000152382	0	0	0	1	0	0
ENSG00000184860	0	0	0	1	0	0
ENSG00000122674	0	0	0	1	0	0
ENSG00000146574	0	0	0	1	0	0
ENSG00000133055	0	0	0	1	0	0
ENSG00000277224	0	0	0	1	0	0
ENSG00000143157	0	0	0	1	0	0
ENSG00000169752	0	0	0	1	0	0
ENSG00000111452	0	0	0	1	0	1
ENSG00000124333	0	0	0	1	0	0
ENSG00000187554	0	0	0	1	0	1
ENSG00000116701	0	0	0	1	0	1
ENSG00000171148	0	0	0	1	0	0
ENSG00000079308	0	0	0	1	0	0
ENSG00000134765	0	0	0	1	0	0
ENSG00000186184	0	0	0	1	0	0
ENSG00000060971	0	0	0	1	0	0
ENSG00000162733	0	0	0	1	1	1
ENSG00000067221	0	0	0	1	0	0
ENSG00000198816	0	0	0	1	0	0
ENSG00000136205	0	0	0	1	0	0
ENSG00000198131	0	0	0	1	0	0
ENSG00000135842	0	0	0	1	0	0
ENSG00000104903	0	0	0	1	0	0
ENSG00000143850	0	0	0	1	0	0
ENSG00000151778	0	0	0	1	0	0
ENSG00000067177	0	0	0	1	0	0
ENSG00000204644	0	0	0	1	0	0
ENSG00000103449	0	0	0	1	0	0
ENSG00000003987	0	0	0	1	0	0
ENSG00000150867	0	0	0	1	0	1
ENSG00000116668	0	0	0	1	0	0
ENSG00000158691	0	0	0	1	0	0
ENSG00000101843	0	0	0	1	0	1
ENSG00000095794	0	0	0	1	0	0
ENSG00000064687	0	0	0	1	0	0
ENSG00000151458	0	0	0	1	0	0
ENSG00000198759	0	0	0	1	0	0
ENSG00000121486	0	0	0	1	0	0
ENSG00000136247	0	0	0	1	0	0
ENSG00000163444	0	0	0	1	0	0
ENSG00000074276	0	0	0	1	0	0
ENSG00000101844	0	0	0	1	0	1
ENSG00000136240	0	0	0	1	0	0
ENSG00000116679	0	0	0	1	0	0
ENSG00000174640	0	0	0	1	0	1
ENSG00000146576	0	0	0	1	0	0
ENSG00000198574	0	0	0	1	1	0
ENSG00000171428	0	0	0	1	0	0
ENSG00000156006	0	0	0	1	0	0
ENSG00000102385	0	0	0	1	1	0
ENSG00000112293	0	0	0	1	0	0
ENSG00000140459	0	0	0	1	0	1
ENSG00000053747	0	0	0	1	0	1
ENSG00000143344	0	0	0	1	0	1
ENSG00000010270	0	0	0	1	0	1
